Time,Provider,Latitude,Longitude,Altitude,VerticalAccuracyMeters,Speed,SpeedAccuracyMetersPerSecond,Accuracy,Bearing,BearingAccuracyDegrees,beautiful,boring,depressing,lively,safety,wealthy,
2019-12-29 13:47:57:520,gps,30.518816710290245,114.40121059158075,25.22113037,2.82348371,1.22000003,1.18444085,9.93504620,184.80000305,15.58236313,22.314058303833008,57.0610466003418,45.17946243286133,33.27382278442383,33.25291061401367,38.283058166503906,
2019-12-29 13:47:58:526,gps,30.518800975908498,114.40121265988627,24.38092041,2.93429565,2.00000000,1.84740353,9.93504620,183.69999695,39.17798615,19.8590145111084,65.16918182373047,44.41674041748047,33.17827606201172,27.698183059692386,40.816932678222656,
2019-12-29 13:47:59:528,gps,30.518781559615544,114.4012121482692,24.81048584,2.90372109,2.16000009,2.40759206,9.93504620,182.60000610,51.03637314,24.840877532958984,65.98231506347656,56.999305725097656,27.34019660949707,28.243093490600586,36.91196060180664,
2019-12-29 13:48:00:527,gps,30.51875644144901,114.4012113961912,25.04010010,2.80290270,3.00999999,2.07251048,9.93504620,185.50000000,33.13010788,8.7069730758667,60.9095458984375,53.37152481079102,20.29236602783203,32.062843322753906,38.87790298461914,
2019-12-29 13:48:01:519,gps,30.51873109176019,114.40120563486697,25.10333252,2.73760962,2.54999995,1.84287822,9.93504620,194.69999695,33.40896606,18.517391204833984,64.67974090576172,59.43929672241211,41.62929153442383,30.09384346008301,35.48185729980469,
2019-12-29 13:48:02:523,gps,30.51871418341156,114.40119528498528,25.49285889,2.80115271,1.58000004,1.67836225,9.93504620,207.10000610,41.37983704,15.146793365478516,66.84173583984375,51.39995574951172,35.1914176940918,28.8147029876709,35.177719116210945,
2019-12-29 13:48:03:524,gps,30.51870765890753,114.40118687570785,25.54919434,2.71505642,0.85000002,0.93813646,9.93504620,252.89999390,10.43052578,15.22153377532959,67.24653625488281,52.63012313842773,33.12506484985352,31.10909080505371,36.17179489135742,
2019-12-29 13:48:04:526,gps,30.51870754585091,114.40117647729159,23.77813721,2.76323247,0.88000000,0.91607863,9.93504620,253.50000000,14.63394165,12.653053283691406,67.254150390625,55.90696716308594,37.6270751953125,36.90212631225586,40.06806182861328,
2019-12-29 13:48:05:525,gps,30.51870917264143,114.40116367938802,23.75360107,2.88974595,1.08000004,1.04201722,9.93504620,253.50000000,18.31684494,14.61756420135498,53.826454162597656,57.36188888549805,40.80306625366211,33.11210250854492,36.54722595214844,
2019-12-29 13:48:06:557,gps,30.518710808485256,114.40114765196743,23.92944336,2.75275493,1.47000003,0.97693396,9.93504620,275.00000000,10.26120567,9.640144348144531,66.94490051269531,67.95215606689453,33.511428833007805,32.735851287841804,44.7032356262207,
2019-12-29 13:48:07:521,gps,30.518711273019875,114.40112845491029,23.70214844,2.74099302,1.78999996,0.94704807,9.93504620,266.39999390,11.26348209,10.350067138671875,59.52565002441406,75.57112121582031,36.93949890136719,28.93535041809082,41.90085983276367,
2019-12-29 13:48:08:527,gps,30.518707845752576,114.40110736777875,24.20697021,2.52029014,2.06999993,1.36400151,9.93504620,257.39999390,25.12925720,14.135492324829102,56.68444061279297,70.07977294921875,39.66095352172852,34.420379638671875,38.33380508422852,
2019-12-29 13:48:09:526,gps,30.51869631461488,114.40108191056758,24.57855225,2.52272749,3.00000000,1.00239718,9.93504620,241.39999390,10.42902756,13.843114852905273,61.64382553100586,66.51677703857422,26.36231231689453,28.30573463439941,33.37723922729492,
2019-12-29 13:48:10:528,gps,30.518682242409284,114.40105565322152,24.86529541,2.50000000,2.58999991,0.81344944,9.93504620,237.30000305,7.44573784,30.84661102294922,60.9450798034668,42.95834732055664,23.62676239013672,23.1413516998291,25.65636444091797,
2019-12-29 13:48:11:526,gps,30.51866923051021,114.40102939593534,25.17016602,2.50000000,2.80999994,0.80411440,9.93504620,239.80000305,6.86225128,34.82868576049805,56.34747695922852,45.95051956176758,26.7597599029541,32.256336212158196,30.624286651611328,
2019-12-29 13:48:12:527,gps,30.518656217111964,114.40099820932934,24.74151611,2.50000000,3.52999997,1.29630244,9.93504620,244.60000610,14.64848804,39.944618225097656,57.737220764160156,50.69258499145508,22.23423767089844,32.474151611328125,35.585548400878906,
2019-12-29 13:48:13:522,gps,30.518644383512793,114.40096524303478,25.96887207,2.51513457,3.28999996,1.95685971,9.93504620,244.80000305,29.00750542,32.70968246459961,51.40593719482422,53.21156692504883,31.43296241760254,35.19035339355469,36.94966125488281,
2019-12-29 13:48:14:522,gps,30.518630497098286,114.40092523750359,25.53741455,2.50000000,4.53999996,1.46372807,9.93504620,246.39999390,14.68642998,20.387489318847656,59.23029327392578,68.66948699951172,30.049793243408203,26.164613723754886,35.35200500488281,
2019-12-29 13:48:15:525,gps,30.518614340434443,114.40088700145176,22.95764160,3.03528595,3.50000000,1.84910786,9.93504620,246.39999390,25.92412949,28.25345802307129,55.128395080566406,63.5752182006836,29.216449737548828,43.16253280639648,29.20182800292969,
2019-12-29 13:48:16:533,gps,30.518604774468802,114.40084441650367,24.18743896,3.09844208,4.50000000,1.35473239,9.93504620,257.29998779,12.65557861,25.79961585998535,59.18379211425781,62.714515686035156,27.90251159667969,31.59453582763672,27.94005584716797,
2019-12-29 13:48:17:522,gps,30.51860301885188,114.40079516305259,23.71112061,3.18034673,4.59999990,1.13991225,9.93504620,269.10000610,8.89260864,24.55665397644043,59.41419219970703,58.35109329223633,32.62813949584961,34.359203338623054,32.71417999267578,
2019-12-29 13:48:18:522,gps,30.51861360734933,114.40074692043082,23.18658447,3.24329615,4.71000004,0.88566357,9.93504620,285.29998779,5.28666210,30.147342681884766,53.80633544921875,64.01253509521484,42.4620361328125,31.0476188659668,34.3780517578125,
2019-12-29 13:48:19:527,gps,30.518636641596963,114.40070482798352,23.94342041,3.27735734,4.42999983,0.91678786,9.93504620,300.79998779,6.04266644,30.566879272460938,50.84712219238281,77.56205749511719,44.34900283813477,32.861034393310554,40.28829193115234,
2019-12-29 13:48:20:522,gps,30.518669733543074,114.40067744443368,23.05487061,3.45194626,4.03999996,0.81006175,9.93504620,323.00000000,6.31188059,32.014312744140625,55.34512710571289,67.07276916503906,49.41838073730469,31.79861068725586,51.14518737792969,
2019-12-29 13:48:21:523,gps,30.518710072790615,114.40066617941156,22.42529297,3.35670638,4.28000021,1.03247273,9.93504620,345.89999390,11.21414661,30.30746078491211,54.44545364379883,57.08085250854492,51.93901443481445,38.56348037719727,42.7679557800293,
2019-12-29 13:48:22:528,gps,30.518750375813042,114.40066704282114,22.40283203,3.13428259,3.66000009,1.34617972,9.93504620,359.60000610,19.13858604,31.393617630004883,56.03284454345703,63.5952262878418,47.49501419067383,30.110462188720703,39.66485977172852,
2019-12-29 13:48:23:533,gps,30.51878541858893,114.40067244518569,21.91607666,3.11524606,3.23000002,1.28062487,9.93504620,2.79999995,19.86744118,36.752281188964844,50.98666381835938,56.31338500976562,43.02423095703125,38.658203125,29.963098526000977,
2019-12-29 13:48:24:521,gps,30.518815499669543,114.40067744716721,21.71520996,2.99653745,2.76999998,1.28062487,9.93504620,1.39999998,21.92552376,34.454139709472656,53.99176406860352,56.78617858886719,39.78752899169922,40.33708572387695,32.67333221435547,
2019-12-29 13:48:25:520,gps,30.51883232547259,114.40067897843899,22.08874512,3.77126980,1.12000000,0.76843995,9.93504620,355.10000610,11.06538486,42.70043182373047,55.29699325561523,64.99390411376953,51.00101852416992,36.48463821411133,38.69304656982422,
2019-12-29 13:48:26:527,gps,30.518844339540667,114.40067982937839,20.45422363,3.92785358,1.44000006,1.08374345,9.95910454,355.10000610,23.67939758,30.682279586791992,50.12740707397461,69.99610137939453,53.06474685668945,35.41512680053711,44.1199951171875,
2019-12-29 13:48:27:522,gps,30.518858124066508,114.40068035051513,20.19561768,4.00078011,1.50000000,1.37437260,10.05329895,355.10000610,30.78315353,24.579505920410156,46.260719299316406,52.69763946533203,40.4669075012207,38.037498474121094,39.84210205078125,
2019-12-29 13:48:28:519,gps,30.518878430573206,114.40068060225649,20.50451660,3.99935555,2.66000009,1.45454454,10.11504173,0.10000000,26.32486725,26.004484176635742,52.09575653076172,64.70553588867189,44.91823196411133,33.73943328857422,35.08170700073242,
2019-12-29 13:48:29:529,gps,30.51891189152578,114.4006817550303,20.36407471,4.11398983,4.15000010,1.56339371,10.23365402,359.39999390,18.74677658,19.65005874633789,53.51086807250977,69.12291717529297,43.54081344604492,27.78165626525879,34.2425537109375,
2019-12-29 13:48:30:523,gps,30.518952663753904,114.40067956887519,20.72827148,4.02490711,4.36999989,1.21918011,10.18287182,353.60000610,13.67757034,27.317045211791992,62.49238204956055,60.79088592529297,30.72272872924805,34.11688995361328,30.113588333129886,
2019-12-29 13:48:31:527,gps,30.518994133090743,114.40066740406891,20.75421143,3.95800543,4.76999998,1.05394495,10.10133553,341.60000610,7.90042448,30.11079978942871,44.676551818847656,62.3376579284668,32.68658828735352,32.73384475708008,29.32468032836914,
2019-12-29 13:48:32:524,gps,30.51902752479634,114.40063905062041,21.13958740,3.70214415,4.57999992,1.22155643,9.93504620,316.50000000,7.28287458,30.530569076538086,58.50656509399414,54.6287727355957,30.18957710266113,27.533145904541016,32.91086578369141,
2019-12-29 13:48:33:522,gps,30.51902822399942,114.40057228908891,21.02178955,3.18778086,5.67000008,1.41523850,9.93504620,276.89999390,7.69735527,23.770240783691406,56.88984680175781,55.96938705444336,29.968448638916016,29.97176170349121,30.69440269470215,
2019-12-29 13:48:34:518,gps,30.51903886752637,114.40050979769724,21.00817871,3.21470380,6.36999989,1.57632482,9.93504620,271.89999390,9.36738014,27.72319984436035,57.08856582641602,59.86274337768555,36.76459503173828,38.23961639404297,41.32098007202149,
2019-12-29 13:48:35:518,gps,30.51903822212247,114.40043117703883,20.84167480,3.24348211,7.67999983,1.73833251,9.93504620,270.70001221,8.31924343,17.810916900634766,57.08834838867188,63.89258575439453,42.682518005371094,38.5122184753418,39.66260147094727,
2019-12-29 13:48:36:519,gps,30.519030801023046,114.40034245664484,21.37652588,3.27183890,8.64999962,1.79449153,9.93504620,269.60000610,7.27729654,8.583266258239746,61.07802963256836,69.41504669189453,49.01437377929688,41.29671096801758,39.98290252685547,
2019-12-29 13:48:37:526,gps,30.519030848214477,114.40024238776866,21.02734375,2.95446134,9.64999962,1.78664494,9.93504620,269.39999390,6.42718649,18.90015983581543,58.20539855957031,63.30678176879883,47.0714111328125,45.91597366333008,43.718997955322266,
2019-12-29 13:48:38:521,gps,30.519032984422928,114.40013865898264,21.40557861,2.96812606,10.23999977,1.78044939,9.93504620,269.70001221,5.94151163,23.43266487121582,64.94487762451172,60.87845230102539,39.963050842285156,47.04542541503906,43.40398406982422,
2019-12-29 13:48:39:522,gps,30.519034959810035,114.40003398976803,21.59307861,3.00541115,10.18999958,1.78044939,9.93504620,269.89999390,5.79534674,33.11591339111328,62.138389587402344,62.93770217895508,44.34831619262695,40.34931945800781,37.26368713378906,
2019-12-29 13:48:40:517,gps,30.519034953869475,114.39992861992978,21.67431641,2.68828654,10.13000011,1.78044939,9.93504620,270.39999390,5.77089691,27.591707229614258,54.99301147460938,68.26931762695311,30.62963104248047,28.16403770446777,31.497995376586914,
2019-12-29 13:48:41:523,gps,30.519031776378732,114.39982301931205,21.33807373,2.88054276,9.96000004,1.55261075,9.93504620,270.39999390,4.21538782,19.598909378051758,66.66669464111328,55.376808166503906,31.6473445892334,32.09174346923828,34.49086761474609,
2019-12-29 13:48:42:529,gps,30.51903384963667,114.39971614873488,21.30499268,2.92044592,9.89999962,1.49271560,9.93504620,272.10000610,3.21062469,13.950703620910645,58.66047286987305,67.75935363769531,37.61710739135742,36.92573547363281,39.47448348999024,
2019-12-29 13:48:43:518,gps,30.519038295192765,114.39961495737879,21.40557861,2.77805543,9.72000027,1.67585802,9.93504620,271.20001221,5.83220100,13.212930679321289,60.72024917602539,69.60770416259766,41.0756950378418,29.39147186279297,41.323917388916016,
2019-12-29 13:48:44:530,gps,30.51903933113309,114.39951901485227,21.45086670,2.88826537,9.44999981,1.79011178,9.93504620,271.39999390,6.14143085,3.7071378231048584,53.789527893066406,71.9561996459961,41.91941452026367,33.63214874267578,41.98857879638672,
2019-12-29 13:48:45:526,gps,30.519041236041726,114.39942054214693,23.14202881,4.78129578,9.17000008,1.21198189,9.93504620,271.00000000,3.92618656,11.792374610900879,59.82771682739258,64.02154541015625,33.202804565429695,34.44175338745117,38.00939559936523,
2019-12-29 13:48:46:527,gps,30.51904644491144,114.39933107868362,24.43505859,6.53617907,8.90999985,1.31529462,10.24590397,271.39999390,4.51319027,14.748483657836914,57.50506591796875,67.85690307617189,38.4964485168457,37.38412857055664,47.83110809326172,
2019-12-29 13:48:47:530,gps,30.51904641552404,114.39925166376521,22.68218994,6.74248505,7.65000010,0.85492688,10.18962288,269.39999390,2.97873640,32.66411590576172,55.181190490722656,60.9304313659668,39.22859573364258,34.58072662353516,38.23308181762695,
2019-12-29 13:48:48:522,gps,30.51903827386237,114.39917373775563,20.38964844,7.18208075,6.76000023,0.78771824,10.13904858,268.50000000,2.64532733,19.664352416992188,59.2010383605957,64.52445983886719,42.593605041503906,39.972991943359375,36.585933685302734,
2019-12-29 13:48:49:528,gps,30.519037255315133,114.39909875192241,18.65240479,3.98105335,6.86000013,1.75641680,10.29525661,269.00000000,12.42064285,17.237199783325195,54.37714004516602,55.8900146484375,32.395851135253906,41.46691513061523,39.1673583984375,
2019-12-29 13:48:50:532,gps,30.519030746569836,114.39902842510608,19.01660156,4.54934692,5.78000021,1.82630777,10.16015530,264.50000000,13.77240753,35.693965911865234,48.14695358276367,51.23137283325195,35.87493896484375,39.120582580566406,37.5472412109375,
2019-12-29 13:48:51:527,gps,30.519031011902104,114.3989897770928,19.32202148,5.04887295,3.66000009,1.81176710,10.11607170,267.89999390,20.17791557,22.68498420715332,58.13782501220703,46.52155685424805,29.20180511474609,37.46826553344727,39.44410705566406,
2019-12-29 13:48:52:537,gps,30.519037101028932,114.3989563692657,26.96667480,4.66733932,2.59999990,0.96384645,10.27545452,276.70001221,12.32129097,21.718997955322266,44.026588439941406,58.00116348266602,41.882225036621094,31.31846618652344,41.68586730957031,
2019-12-29 13:48:53:523,gps,30.519031517444297,114.39892564024133,25.89013672,5.03075886,2.24000001,0.91547799,10.30573463,298.20001221,9.80620384,25.628803253173828,58.53091049194336,67.56351470947266,38.9432373046875,34.766456604003906,39.87384033203125,
2019-12-29 13:48:54:531,gps,30.51904194697537,114.39888995279648,25.20843506,5.19133615,3.24000001,1.76980221,10.10253239,290.20001221,25.47730446,15.708416938781738,52.66374588012695,70.36094665527344,45.96293258666992,30.879751205444336,34.78371047973633,
2019-12-29 13:48:55:525,gps,30.51905836405112,114.39886896516964,25.23034668,5.30531740,2.76999998,2.41853261,10.24826717,317.20001221,42.37129974,30.810306549072266,55.683982849121094,76.05381774902344,47.39336776733398,28.560991287231445,39.23650741577149,
2019-12-29 13:48:56:530,gps,30.519082677410363,114.39888357664184,24.43261719,5.20533514,2.25999999,2.28805590,10.25927639,9.60000038,46.07762146,16.61126708984375,57.11016845703125,77.83650207519531,45.67071533203125,30.750627517700195,39.6475830078125,
2019-12-29 13:48:57:520,gps,30.519109109570184,114.39889336850847,23.17901611,4.54876947,2.69000006,1.88809431,10.20522594,23.20000076,30.47546387,13.449827194213867,59.3560905456543,75.81951904296875,43.223968505859375,35.8491325378418,39.88156509399414,
2019-12-29 13:48:58:531,gps,30.51913077481863,114.39888919059022,23.61181641,4.81548071,2.40000010,2.00339723,10.42159748,343.39999390,41.48933411,21.97669792175293,69.15670013427734,75.10822296142578,40.90381622314453,36.07627487182617,46.38014602661133,
2019-12-29 13:48:59:517,gps,30.51918555651337,114.39890041486524,23.75976562,5.14081717,5.15999985,0.89872134,10.35807800,2.90000010,8.33763504,18.30738639831543,60.03959274291992,67.42115020751953,49.53591918945313,37.10374069213867,39.190574645996094,
2019-12-29 13:49:00:521,gps,30.519240305614034,114.39890494943988,23.70458984,4.88859892,4.92000008,1.56630135,10.16656780,352.89999390,15.54994202,17.503583908081055,56.857337951660156,71.89559936523438,56.87143325805664,29.17254066467285,40.64402389526367,
2019-12-29 13:49:01:524,gps,30.519296873070225,114.39890372443743,24.07189941,4.94435453,6.51999998,1.36473441,10.15544605,356.29998779,9.64781094,10.868335723876953,57.3912124633789,69.78805541992189,52.78346633911133,33.451976776123054,52.6463737487793,
